Athlete,State,Sport,Gender,Age,Coach,Event Type,Medals
Anjali Yadav,Rajasthan,Kabaddi,Male,16,Coach Sharma,Raider,"Gold, Bronze"
Sakshi Patil,Uttar Pradesh,Kabaddi,Male,21,Coach Singh,All-rounder,"Bronze, Silver, Bronze"
Vijay Desai,Haryana,Kabaddi,Female,30,Coach Sharma,Raider,Gold
Arjun Desai,Kerala,Kabaddi,Female,34,Coach Patil,All-rounder,Silver
Arjun Chauhan,Karnataka,Kabaddi,Female,17,Coach Iyer,All-rounder,
Aman Reddy,Maharashtra,Kabaddi,Male,30,Coach Sharma,Defender,"Gold, Silver"
Pooja Reddy,Karnataka,Kabaddi,Female,17,Coach Sharma,All-rounder,"Gold, Bronze"
Anjali Nair,Gujarat,Kabaddi,Female,24,Coach Kumar,All-rounder,"Bronze, Gold"
Pooja Patil,Kerala,Kabaddi,Female,20,Coach Sharma,All-rounder,
Rohan Sharma,Uttar Pradesh,Kabaddi,Female,32,Coach Patil,Defender,
Anjali Chauhan,Haryana,Kabaddi,Female,30,Coach Iyer,Defender,Silver
Sakshi Desai,Uttar Pradesh,Kabaddi,Female,19,Coach Sharma,Defender,Bronze
Aman Singh,Maharashtra,Kabaddi,Male,30,Coach Patil,Defender,"Bronze, Bronze"
Sakshi Desai,Haryana,Kabaddi,Male,21,Coach Singh,All-rounder,"Bronze, Bronze"
Vijay Yadav,Tamil Nadu,Kabaddi,Male,28,Coach Kumar,Defender,"Gold, Gold"
Anjali Desai,Gujarat,Kabaddi,Male,33,Coach Sharma,All-rounder,"Gold, Silver"
Dev Desai,Uttar Pradesh,Kabaddi,Male,27,Coach Kumar,All-rounder,"Bronze, Bronze, Bronze"
Dev Kaur,West Bengal,Kabaddi,Female,18,Coach Iyer,All-rounder,Silver
Rohan Nair,Tamil Nadu,Kabaddi,Female,16,Coach Kumar,All-rounder,"Gold, Silver, Bronze"
Dev Kaur,Kerala,Kabaddi,Male,31,Coach Iyer,Defender,"Gold, Silver, Silver"
Aman Kaur,Uttar Pradesh,Kabaddi,Female,18,Coach Iyer,All-rounder,"Gold, Silver"
Anjali Singh,Kerala,Kabaddi,Female,24,Coach Kumar,Defender,Gold
Anjali Joshi,Rajasthan,Kabaddi,Female,27,Coach Sharma,All-rounder,Silver
Anjali Desai,Tamil Nadu,Kabaddi,Female,31,Coach Patil,Defender,"Silver, Silver, Silver"
Isha Kaur,Punjab,Kabaddi,Male,25,Coach Patil,Raider,
Anjali Desai,Kerala,Kabaddi,Female,35,Coach Singh,Raider,Silver
Arjun Nair,Gujarat,Kabaddi,Female,34,Coach Singh,All-rounder,
Arjun Reddy,Rajasthan,Kabaddi,Female,34,Coach Kumar,All-rounder,
Yash Yadav,Tamil Nadu,Kabaddi,Female,35,Coach Patil,Raider,"Silver, Gold"
Dev Sharma,Kerala,Kabaddi,Female,34,Coach Iyer,Defender,
Pooja Reddy,Gujarat,Kabaddi,Female,17,Coach Iyer,Defender,"Gold, Gold, Silver"
Dev Reddy,Punjab,Kabaddi,Female,16,Coach Iyer,Defender,
Arjun Yadav,Uttar Pradesh,Kabaddi,Female,24,Coach Singh,Raider,Silver
Vijay Nair,Kerala,Kabaddi,Male,29,Coach Patil,Defender,"Silver, Silver"
Yash Yadav,Gujarat,Kabaddi,Female,22,Coach Iyer,Raider,"Silver, Gold, Gold"
Anjali Kaur,Kerala,Kabaddi,Female,34,Coach Iyer,Raider,
Dev Chauhan,Haryana,Kabaddi,Female,33,Coach Kumar,Defender,
Sakshi Sharma,West Bengal,Kabaddi,Male,29,Coach Sharma,Raider,
Isha Nair,Punjab,Kabaddi,Male,27,Coach Sharma,Raider,Bronze
Arjun Patil,Karnataka,Kabaddi,Male,24,Coach Kumar,Defender,
Rohan Sharma,Karnataka,Kabaddi,Female,34,Coach Singh,All-rounder,"Silver, Gold"
Pooja Kaur,Haryana,Kabaddi,Female,17,Coach Sharma,Raider,"Bronze, Gold"
Anjali Yadav,Punjab,Kabaddi,Male,19,Coach Singh,All-rounder,"Bronze, Silver"
Dev Sharma,Kerala,Kabaddi,Male,25,Coach Iyer,All-rounder,Silver
Aman Desai,Punjab,Kabaddi,Female,21,Coach Iyer,All-rounder,
Aman Nair,Haryana,Kabaddi,Male,21,Coach Iyer,Defender,Gold
Pooja Desai,Maharashtra,Kabaddi,Male,34,Coach Patil,Raider,"Bronze, Silver, Silver"
Rohan Patil,Punjab,Kabaddi,Male,26,Coach Iyer,All-rounder,Bronze
Anjali Nair,Punjab,Kabaddi,Male,34,Coach Kumar,Raider,Silver
Vijay Yadav,Gujarat,Kabaddi,Male,34,Coach Singh,Raider,"Gold, Silver, Gold"
Isha Nair,West Bengal,Kabaddi,Female,22,Coach Singh,All-rounder,Silver
Anjali Reddy,Punjab,Kabaddi,Male,29,Coach Kumar,All-rounder,Silver
Yash Sharma,Gujarat,Kabaddi,Female,22,Coach Kumar,Raider,"Bronze, Silver, Bronze"
Aman Singh,Karnataka,Kabaddi,Male,21,Coach Singh,All-rounder,"Bronze, Gold"
Arjun Yadav,West Bengal,Kabaddi,Female,29,Coach Kumar,All-rounder,Silver
Yash Nair,Punjab,Kabaddi,Male,29,Coach Sharma,Raider,"Gold, Silver"
Pooja Nair,Maharashtra,Kabaddi,Female,34,Coach Kumar,Defender,
Isha Joshi,Punjab,Kabaddi,Female,28,Coach Kumar,Defender,"Silver, Bronze, Silver"
Pooja Desai,Maharashtra,Kabaddi,Female,30,Coach Patil,All-rounder,
Anjali Chauhan,Maharashtra,Kabaddi,Male,19,Coach Kumar,Raider,"Bronze, Bronze"
Sakshi Joshi,Gujarat,Kabaddi,Male,30,Coach Sharma,Defender,"Bronze, Gold"
Sakshi Patil,Uttar Pradesh,Kabaddi,Male,18,Coach Kumar,All-rounder,"Gold, Silver"
Sakshi Reddy,Haryana,Kabaddi,Female,25,Coach Singh,Defender,Gold
Arjun Singh,Rajasthan,Kabaddi,Female,20,Coach Singh,All-rounder,Gold
Vijay Kaur,Haryana,Kabaddi,Male,32,Coach Singh,Raider,"Silver, Silver, Silver"
Vijay Joshi,Uttar Pradesh,Kabaddi,Male,29,Coach Sharma,Raider,"Bronze, Gold"
Aman Chauhan,Gujarat,Kabaddi,Female,30,Coach Singh,Defender,Bronze
Yash Nair,West Bengal,Kabaddi,Female,24,Coach Kumar,All-rounder,Silver
Anjali Yadav,Kerala,Kabaddi,Male,31,Coach Sharma,Defender,"Gold, Silver, Bronze"
Dev Desai,Maharashtra,Kabaddi,Male,31,Coach Kumar,Defender,Bronze
Yash Chauhan,Maharashtra,Kabaddi,Female,26,Coach Singh,Defender,"Gold, Gold"
Arjun Kaur,West Bengal,Kabaddi,Female,21,Coach Sharma,All-rounder,Silver
Yash Joshi,Rajasthan,Kabaddi,Female,19,Coach Patil,Raider,
Pooja Kaur,Maharashtra,Kabaddi,Female,33,Coach Patil,Defender,"Silver, Gold"
Yash Kaur,Rajasthan,Kabaddi,Female,30,Coach Kumar,All-rounder,
Isha Nair,Haryana,Kabaddi,Male,32,Coach Singh,Raider,"Bronze, Bronze"
Rohan Nair,West Bengal,Kabaddi,Male,18,Coach Singh,Raider,
Arjun Sharma,Uttar Pradesh,Kabaddi,Female,30,Coach Patil,All-rounder,"Bronze, Bronze, Bronze"
Sakshi Kaur,Tamil Nadu,Kabaddi,Female,19,Coach Patil,Raider,Gold
Pooja Nair,West Bengal,Kabaddi,Female,35,Coach Singh,Defender,
Pooja Reddy,Punjab,Kabaddi,Female,30,Coach Patil,Defender,
Vijay Joshi,Kerala,Kabaddi,Male,22,Coach Sharma,Defender,"Silver, Silver, Silver"
Vijay Kaur,Tamil Nadu,Kabaddi,Male,33,Coach Iyer,Defender,"Bronze, Gold, Bronze"
Yash Singh,Kerala,Kabaddi,Female,21,Coach Patil,Raider,Silver
Vijay Yadav,Haryana,Kabaddi,Male,35,Coach Kumar,All-rounder,
Arjun Joshi,Kerala,Kabaddi,Male,32,Coach Sharma,Raider,"Silver, Gold"
Rohan Desai,Gujarat,Kabaddi,Male,32,Coach Patil,Raider,"Bronze, Bronze"
Sakshi Patil,Tamil Nadu,Kabaddi,Female,26,Coach Sharma,Raider,
Sakshi Yadav,Uttar Pradesh,Kabaddi,Male,26,Coach Iyer,All-rounder,Gold
Anjali Nair,Uttar Pradesh,Kabaddi,Male,25,Coach Patil,All-rounder,"Gold, Gold"
Pooja Yadav,Gujarat,Kabaddi,Male,21,Coach Patil,All-rounder,
Anjali Desai,West Bengal,Kabaddi,Female,22,Coach Sharma,Raider,"Gold, Bronze, Silver"
Anjali Kaur,Gujarat,Kabaddi,Male,21,Coach Iyer,Raider,
Yash Chauhan,Punjab,Kabaddi,Male,17,Coach Iyer,Defender,"Gold, Gold, Gold"
Pooja Chauhan,Gujarat,Kabaddi,Female,25,Coach Singh,All-rounder,Gold
Pooja Reddy,Tamil Nadu,Kabaddi,Female,20,Coach Kumar,All-rounder,"Bronze, Bronze, Gold"
Anjali Reddy,Kerala,Kabaddi,Male,31,Coach Iyer,All-rounder,"Silver, Gold"
Arjun Desai,Karnataka,Kabaddi,Male,18,Coach Iyer,Defender,"Gold, Gold, Gold"
Anjali Desai,Haryana,Kabaddi,Female,29,Coach Singh,All-rounder,Silver
Yash Patil,Kerala,Kabaddi,Female,28,Coach Kumar,All-rounder,Bronze
Sakshi Kaur,Kerala,Kabaddi,Male,24,Coach Iyer,Raider,Bronze
Vijay Nair,Karnataka,Kabaddi,Female,34,Coach Singh,Raider,"Bronze, Silver, Silver"
Anjali Joshi,Gujarat,Kabaddi,Male,26,Coach Kumar,All-rounder,"Gold, Silver, Silver"
Aman Yadav,Maharashtra,Kabaddi,Female,35,Coach Singh,Raider,"Silver, Silver"
Sakshi Reddy,Uttar Pradesh,Kabaddi,Male,22,Coach Singh,All-rounder,Silver
Anjali Sharma,Uttar Pradesh,Kabaddi,Male,34,Coach Kumar,Defender,"Bronze, Silver"
Dev Yadav,Gujarat,Kabaddi,Male,16,Coach Singh,Defender,"Silver, Bronze, Bronze"
Rohan Joshi,Haryana,Kabaddi,Female,19,Coach Kumar,Raider,Bronze
Arjun Patil,Karnataka,Kabaddi,Female,28,Coach Kumar,Raider,Bronze
Aman Joshi,Kerala,Kabaddi,Female,30,Coach Singh,All-rounder,"Bronze, Bronze, Gold"
Pooja Desai,Haryana,Kabaddi,Female,25,Coach Sharma,All-rounder,"Gold, Gold, Gold"
Isha Chauhan,Punjab,Kho-Kho,Female,19,Coach Patil,Runner,Silver
Isha Yadav,Punjab,Kho-Kho,Male,27,Coach Singh,Chaser,Gold
Rohan Yadav,West Bengal,Kho-Kho,Male,18,Coach Sharma,Chaser,Gold
Vijay Sharma,Gujarat,Kho-Kho,Male,18,Coach Singh,Chaser,"Bronze, Silver, Bronze"
Dev Reddy,Rajasthan,Kho-Kho,Female,35,Coach Iyer,Chaser,
Vijay Singh,Kerala,Kho-Kho,Female,24,Coach Singh,Runner,
Anjali Joshi,Kerala,Kho-Kho,Female,21,Coach Iyer,Runner,
Anjali Yadav,Kerala,Kho-Kho,Male,20,Coach Patil,Chaser,"Gold, Bronze"
Rohan Nair,West Bengal,Kho-Kho,Male,26,Coach Patil,Runner,"Gold, Silver"
Vijay Chauhan,Karnataka,Kho-Kho,Male,22,Coach Sharma,Runner,"Gold, Silver, Bronze"
Arjun Joshi,Haryana,Kho-Kho,Female,22,Coach Kumar,Chaser,
Pooja Kaur,Kerala,Kho-Kho,Male,30,Coach Iyer,Runner,"Gold, Silver, Silver"
Vijay Yadav,Gujarat,Kho-Kho,Male,30,Coach Singh,Runner,Gold
Isha Kaur,Uttar Pradesh,Kho-Kho,Male,34,Coach Sharma,Chaser,Gold
Pooja Chauhan,Gujarat,Kho-Kho,Male,23,Coach Sharma,Runner,
Arjun Reddy,Karnataka,Kho-Kho,Female,31,Coach Singh,Runner,"Silver, Gold"
Yash Kaur,Kerala,Kho-Kho,Female,22,Coach Iyer,Chaser,
Rohan Singh,Rajasthan,Kho-Kho,Female,22,Coach Sharma,Chaser,"Silver, Gold, Silver"
Yash Reddy,Karnataka,Kho-Kho,Female,25,Coach Singh,Runner,
Arjun Desai,Rajasthan,Kho-Kho,Male,26,Coach Singh,Chaser,"Bronze, Gold"
Arjun Joshi,Rajasthan,Kho-Kho,Male,20,Coach Kumar,Chaser,"Bronze, Bronze, Bronze"
Anjali Reddy,Tamil Nadu,Kho-Kho,Female,24,Coach Kumar,Runner,"Gold, Silver, Silver"
Anjali Kaur,Rajasthan,Kho-Kho,Female,27,Coach Sharma,Runner,
Pooja Joshi,Rajasthan,Kho-Kho,Male,16,Coach Kumar,Chaser,
Isha Desai,Tamil Nadu,Kho-Kho,Male,22,Coach Patil,Runner,"Bronze, Gold, Gold"
Pooja Singh,Punjab,Kho-Kho,Female,29,Coach Kumar,Runner,"Gold, Bronze"
Pooja Patil,Haryana,Kho-Kho,Female,30,Coach Iyer,Runner,"Silver, Gold, Gold"
Vijay Sharma,Maharashtra,Kho-Kho,Female,30,Coach Patil,Chaser,"Gold, Gold"
Sakshi Kaur,Kerala,Kho-Kho,Female,21,Coach Singh,Chaser,
Vijay Reddy,West Bengal,Kho-Kho,Female,16,Coach Iyer,Runner,"Gold, Gold, Silver"
Pooja Nair,Kerala,Kho-Kho,Female,21,Coach Kumar,Chaser,Gold
Arjun Desai,West Bengal,Kho-Kho,Male,32,Coach Sharma,Runner,"Bronze, Gold, Gold"
Anjali Singh,Haryana,Kho-Kho,Male,16,Coach Patil,Chaser,
Arjun Sharma,Tamil Nadu,Kho-Kho,Male,20,Coach Patil,Chaser,Gold
Anjali Joshi,Punjab,Kho-Kho,Female,34,Coach Patil,Chaser,
Dev Joshi,Gujarat,Kho-Kho,Female,28,Coach Patil,Chaser,
Yash Patil,Rajasthan,Kho-Kho,Male,32,Coach Kumar,Chaser,
Yash Chauhan,Kerala,Kho-Kho,Male,26,Coach Singh,Runner,
Sakshi Nair,Gujarat,Kho-Kho,Male,22,Coach Iyer,Chaser,"Gold, Bronze, Bronze"
Pooja Patil,Haryana,Kho-Kho,Female,24,Coach Iyer,Runner,"Gold, Gold"
Pooja Chauhan,Uttar Pradesh,Kho-Kho,Female,22,Coach Iyer,Runner,Silver
Anjali Sharma,Gujarat,Kho-Kho,Male,22,Coach Kumar,Runner,"Gold, Silver, Gold"
Pooja Desai,Gujarat,Kho-Kho,Male,27,Coach Singh,Chaser,Bronze
Aman Singh,Kerala,Kho-Kho,Female,19,Coach Kumar,Runner,
Dev Reddy,Gujarat,Kho-Kho,Male,29,Coach Sharma,Chaser,"Silver, Gold, Gold"
Dev Nair,Tamil Nadu,Kho-Kho,Male,27,Coach Patil,Chaser,Bronze
Rohan Reddy,Kerala,Kho-Kho,Male,28,Coach Iyer,Chaser,
Anjali Chauhan,Punjab,Kho-Kho,Male,28,Coach Singh,Chaser,Bronze
Pooja Kaur,Punjab,Kho-Kho,Female,25,Coach Sharma,Chaser,"Bronze, Gold, Gold"
Anjali Sharma,Kerala,Kho-Kho,Male,34,Coach Singh,Runner,
Anjali Nair,Punjab,Kho-Kho,Male,20,Coach Iyer,Chaser,"Bronze, Gold, Silver"
Rohan Nair,Punjab,Kho-Kho,Male,31,Coach Sharma,Chaser,"Bronze, Gold"
Dev Patil,Uttar Pradesh,Kho-Kho,Male,31,Coach Sharma,Runner,"Bronze, Silver, Bronze"
Anjali Yadav,Tamil Nadu,Kho-Kho,Female,34,Coach Kumar,Chaser,"Silver, Gold, Gold"
Vijay Yadav,Punjab,Kho-Kho,Male,23,Coach Sharma,Runner,Gold
Isha Singh,Uttar Pradesh,Kho-Kho,Female,16,Coach Patil,Chaser,
Anjali Kaur,Punjab,Kho-Kho,Female,16,Coach Kumar,Chaser,"Gold, Silver, Bronze"
Rohan Reddy,Kerala,Kho-Kho,Male,16,Coach Iyer,Chaser,Silver
Arjun Reddy,Uttar Pradesh,Kho-Kho,Male,16,Coach Singh,Runner,
Dev Desai,Gujarat,Kho-Kho,Male,18,Coach Patil,Runner,Bronze
Vijay Chauhan,Maharashtra,Kho-Kho,Female,33,Coach Patil,Runner,"Bronze, Gold"
Dev Kaur,West Bengal,Kho-Kho,Female,29,Coach Sharma,Runner,"Silver, Bronze"
Sakshi Yadav,Maharashtra,Kho-Kho,Female,27,Coach Iyer,Chaser,"Bronze, Silver, Silver"
Sakshi Chauhan,Maharashtra,Kho-Kho,Female,28,Coach Iyer,Chaser,Gold
Rohan Patil,Uttar Pradesh,Kho-Kho,Male,28,Coach Singh,Runner,"Gold, Bronze"
Rohan Kaur,Kerala,Kho-Kho,Male,23,Coach Singh,Runner,"Gold, Silver, Silver"
Isha Sharma,Punjab,Kho-Kho,Female,34,Coach Sharma,Runner,
Rohan Desai,Haryana,Kho-Kho,Female,24,Coach Kumar,Runner,
Arjun Desai,Haryana,Kho-Kho,Female,18,Coach Iyer,Chaser,"Gold, Bronze"
Rohan Yadav,Gujarat,Kho-Kho,Female,31,Coach Sharma,Runner,
Isha Desai,Gujarat,Kho-Kho,Female,33,Coach Singh,Chaser,"Silver, Gold"
Vijay Singh,Maharashtra,Kho-Kho,Female,32,Coach Singh,Chaser,Gold
Vijay Sharma,Tamil Nadu,Kho-Kho,Male,24,Coach Kumar,Runner,"Gold, Silver, Bronze"
Aman Yadav,Karnataka,Kho-Kho,Female,22,Coach Patil,Chaser,"Bronze, Bronze"
Rohan Reddy,Punjab,Kho-Kho,Male,34,Coach Patil,Chaser,Bronze
Sakshi Joshi,Kerala,Kho-Kho,Female,20,Coach Sharma,Runner,"Bronze, Gold"
Vijay Reddy,Karnataka,Kho-Kho,Female,33,Coach Kumar,Chaser,Silver
Sakshi Singh,Haryana,Kho-Kho,Female,22,Coach Patil,Chaser,"Bronze, Silver, Silver"
Vijay Nair,Uttar Pradesh,Kho-Kho,Female,31,Coach Patil,Runner,"Gold, Gold, Gold"
Yash Reddy,Uttar Pradesh,Kho-Kho,Female,33,Coach Singh,Chaser,
Pooja Sharma,Punjab,Kho-Kho,Male,16,Coach Kumar,Chaser,
Yash Patil,Rajasthan,Kho-Kho,Male,25,Coach Singh,Runner,Silver
Pooja Reddy,Tamil Nadu,Kho-Kho,Male,33,Coach Kumar,Chaser,Gold
Sakshi Kaur,Haryana,Kho-Kho,Female,27,Coach Iyer,Runner,
Yash Sharma,Punjab,Kho-Kho,Male,29,Coach Kumar,Chaser,
Arjun Chauhan,Kerala,Kho-Kho,Male,24,Coach Kumar,Chaser,Gold
Dev Chauhan,Haryana,Kho-Kho,Male,34,Coach Iyer,Chaser,
Dev Sharma,Punjab,Kho-Kho,Male,19,Coach Sharma,Chaser,Bronze
Sakshi Desai,Haryana,Kho-Kho,Male,30,Coach Iyer,Runner,"Bronze, Silver"
Dev Joshi,Haryana,Kho-Kho,Female,30,Coach Iyer,Chaser,"Gold, Gold, Gold"
Aman Sharma,Haryana,Kho-Kho,Male,16,Coach Sharma,Chaser,"Silver, Silver"
Sakshi Yadav,Kerala,Kho-Kho,Male,28,Coach Sharma,Chaser,Silver
Isha Chauhan,Gujarat,Kho-Kho,Female,18,Coach Kumar,Runner,Bronze
Yash Yadav,Haryana,Kho-Kho,Female,29,Coach Iyer,Chaser,Silver
Sakshi Joshi,Haryana,Kho-Kho,Female,23,Coach Sharma,Runner,
Yash Singh,Punjab,Kho-Kho,Male,35,Coach Patil,Runner,
Dev Joshi,Kerala,Kho-Kho,Male,19,Coach Singh,Runner,
Yash Sharma,Kerala,Kho-Kho,Male,20,Coach Patil,Chaser,Silver
Yash Nair,Rajasthan,Kho-Kho,Male,23,Coach Sharma,Chaser,
Arjun Desai,Karnataka,Kho-Kho,Male,22,Coach Kumar,Chaser,Bronze
Pooja Yadav,Uttar Pradesh,Kho-Kho,Male,18,Coach Sharma,Runner,"Bronze, Silver, Bronze"
Aman Chauhan,Karnataka,Kho-Kho,Male,27,Coach Sharma,Chaser,"Silver, Bronze"
Vijay Sharma,West Bengal,Kho-Kho,Male,35,Coach Patil,Chaser,Gold
Arjun Reddy,Uttar Pradesh,Kho-Kho,Male,26,Coach Patil,Chaser,Silver
Pooja Nair,Punjab,Kho-Kho,Female,23,Coach Singh,Runner,"Silver, Silver, Gold"
Pooja Kaur,Kerala,Kho-Kho,Female,30,Coach Iyer,Runner,
Sakshi Patil,Uttar Pradesh,Kho-Kho,Female,30,Coach Iyer,Runner,"Bronze, Bronze"
Yash Nair,Karnataka,Kho-Kho,Male,31,Coach Sharma,Chaser,"Gold, Silver, Gold"
Vijay Chauhan,Haryana,Kho-Kho,Female,16,Coach Kumar,Chaser,"Silver, Bronze, Gold"
Dev Sharma,Karnataka,Kho-Kho,Female,29,Coach Iyer,Runner,Bronze
Anjali Chauhan,Punjab,Kho-Kho,Female,31,Coach Patil,Chaser,
Aman Sharma,Uttar Pradesh,Kho-Kho,Female,25,Coach Patil,Runner,
Vijay Reddy,Kerala,Kho-Kho,Female,17,Coach Singh,Chaser,Bronze
Pooja Nair,Maharashtra,Kho-Kho,Male,32,Coach Kumar,Runner,"Silver, Bronze"
Arjun Reddy,Punjab,Kho-Kho,Female,25,Coach Kumar,Chaser,"Silver, Silver, Silver"
Arjun Patil,Karnataka,Kho-Kho,Female,26,Coach Kumar,Chaser,"Gold, Bronze, Gold"
Sakshi Reddy,Maharashtra,Kho-Kho,Male,22,Coach Patil,Runner,"Silver, Bronze, Silver"
Arjun Sharma,Maharashtra,Kho-Kho,Male,27,Coach Sharma,Chaser,"Silver, Silver, Gold"
Anjali Singh,Rajasthan,Kho-Kho,Male,31,Coach Singh,Chaser,Silver
Vijay Yadav,Tamil Nadu,Kho-Kho,Male,20,Coach Patil,Chaser,
Rohan Desai,Punjab,Kho-Kho,Female,16,Coach Singh,Runner,Gold
Yash Sharma,West Bengal,Kho-Kho,Female,24,Coach Iyer,Runner,"Gold, Bronze"
Rohan Yadav,West Bengal,Kho-Kho,Male,27,Coach Patil,Runner,"Silver, Bronze"
Arjun Reddy,Maharashtra,Kho-Kho,Male,34,Coach Sharma,Chaser,"Bronze, Gold, Silver"
Anjali Desai,Maharashtra,Kho-Kho,Male,27,Coach Iyer,Chaser,"Gold, Gold, Silver"
Anjali Chauhan,Rajasthan,Kho-Kho,Female,34,Coach Sharma,Runner,"Silver, Silver, Silver"
Dev Joshi,Kerala,Kho-Kho,Female,23,Coach Patil,Runner,"Bronze, Bronze"
Isha Singh,Gujarat,Kho-Kho,Female,17,Coach Kumar,Chaser,"Silver, Bronze, Bronze"
Pooja Sharma,Punjab,Kho-Kho,Female,22,Coach Patil,Runner,
Anjali Singh,Rajasthan,Kho-Kho,Female,26,Coach Sharma,Runner,"Bronze, Gold, Silver"
Pooja Yadav,Karnataka,Kho-Kho,Male,19,Coach Iyer,Runner,
Dev Singh,Haryana,Kho-Kho,Male,27,Coach Iyer,Chaser,"Bronze, Gold, Bronze"
Arjun Joshi,Maharashtra,Kho-Kho,Female,24,Coach Iyer,Chaser,"Gold, Silver, Bronze"
Isha Chauhan,Haryana,Kho-Kho,Male,34,Coach Kumar,Chaser,"Silver, Gold, Gold"
Pooja Desai,Punjab,Kho-Kho,Male,19,Coach Patil,Chaser,"Silver, Bronze, Silver"
Yash Yadav,Kerala,Kho-Kho,Female,24,Coach Singh,Runner,"Gold, Bronze, Silver"
Rohan Reddy,Karnataka,Kho-Kho,Female,35,Coach Patil,Chaser,"Gold, Gold"
Vijay Patil,Gujarat,Kho-Kho,Female,35,Coach Kumar,Runner,"Silver, Bronze, Gold"
Isha Kaur,Haryana,Kho-Kho,Male,17,Coach Patil,Chaser,"Gold, Bronze"
Dev Chauhan,Tamil Nadu,Kho-Kho,Male,24,Coach Sharma,Chaser,
Sakshi Reddy,Gujarat,Kho-Kho,Female,23,Coach Sharma,Chaser,
Aman Sharma,Rajasthan,Kho-Kho,Male,27,Coach Iyer,Chaser,"Bronze, Gold, Gold"
Pooja Kaur,Rajasthan,Kho-Kho,Female,28,Coach Kumar,Chaser,"Silver, Silver"
Rohan Patil,Rajasthan,Kho-Kho,Male,34,Coach Singh,Runner,"Gold, Gold, Bronze"
Aman Nair,Maharashtra,Kho-Kho,Female,20,Coach Sharma,Chaser,"Silver, Gold, Silver"
Isha Patil,Haryana,Kho-Kho,Male,31,Coach Singh,Chaser,Bronze
Yash Singh,Maharashtra,Kho-Kho,Male,19,Coach Sharma,Chaser,Bronze
Dev Patil,West Bengal,Kho-Kho,Male,32,Coach Patil,Chaser,
Aman Kaur,Rajasthan,Kho-Kho,Female,26,Coach Patil,Runner,Bronze
Rohan Singh,Gujarat,Kho-Kho,Male,27,Coach Kumar,Chaser,
Isha Patil,West Bengal,Kho-Kho,Female,27,Coach Patil,Chaser,Gold
Sakshi Chauhan,Maharashtra,Kho-Kho,Female,32,Coach Sharma,Runner,"Silver, Gold, Gold"
Sakshi Joshi,Uttar Pradesh,Kho-Kho,Male,27,Coach Patil,Chaser,
Pooja Yadav,West Bengal,Kho-Kho,Male,22,Coach Iyer,Runner,"Bronze, Gold"
Yash Singh,Punjab,Kho-Kho,Male,18,Coach Singh,Chaser,Bronze
Arjun Chauhan,Gujarat,Kho-Kho,Female,16,Coach Iyer,Chaser,Silver
Sakshi Yadav,Tamil Nadu,Kho-Kho,Female,32,Coach Iyer,Chaser,"Gold, Gold"
Dev Nair,Karnataka,Kho-Kho,Female,22,Coach Kumar,Chaser,"Bronze, Gold, Gold"
Dev Reddy,Haryana,Kho-Kho,Female,16,Coach Kumar,Runner,"Silver, Gold"
Aman Reddy,Punjab,Kho-Kho,Male,35,Coach Singh,Runner,
Isha Nair,Karnataka,Kho-Kho,Female,33,Coach Patil,Runner,"Gold, Bronze, Silver"
Pooja Chauhan,Uttar Pradesh,Kho-Kho,Male,32,Coach Singh,Runner,"Gold, Gold, Bronze"
Anjali Reddy,Tamil Nadu,Kho-Kho,Female,33,Coach Patil,Runner,"Gold, Bronze, Silver"
Aman Reddy,Punjab,Kho-Kho,Female,34,Coach Singh,Runner,Gold
Arjun Yadav,Uttar Pradesh,Kho-Kho,Female,20,Coach Kumar,Chaser,"Silver, Silver, Gold"
Rohan Nair,Haryana,Kho-Kho,Male,27,Coach Singh,Runner,"Silver, Bronze"
Arjun Chauhan,Haryana,Kho-Kho,Male,30,Coach Kumar,Runner,"Bronze, Gold, Bronze"
Isha Singh,Tamil Nadu,Kho-Kho,Female,23,Coach Singh,Runner,"Silver, Silver, Silver"
Aman Joshi,Tamil Nadu,Kho-Kho,Female,35,Coach Iyer,Runner,"Silver, Silver"
Pooja Chauhan,Karnataka,Kho-Kho,Male,35,Coach Singh,Runner,Gold
Vijay Sharma,Haryana,Kho-Kho,Female,29,Coach Patil,Runner,"Bronze, Bronze, Bronze"
Vijay Joshi,Gujarat,Kho-Kho,Male,24,Coach Sharma,Chaser,Bronze
Arjun Joshi,Haryana,Kho-Kho,Male,29,Coach Singh,Runner,Bronze
Sakshi Desai,West Bengal,Kho-Kho,Female,22,Coach Sharma,Runner,
Anjali Kaur,Punjab,Kho-Kho,Female,30,Coach Kumar,Runner,
Arjun Nair,Kerala,Kho-Kho,Female,18,Coach Patil,Chaser,
Yash Chauhan,Uttar Pradesh,Kho-Kho,Male,33,Coach Kumar,Chaser,"Bronze, Bronze, Gold"
Anjali Chauhan,Maharashtra,Kho-Kho,Female,28,Coach Iyer,Chaser,Gold
Pooja Joshi,Rajasthan,Kho-Kho,Male,34,Coach Sharma,Chaser,"Gold, Bronze, Bronze"
Rohan Singh,Maharashtra,Kho-Kho,Male,22,Coach Iyer,Chaser,"Bronze, Silver"
Rohan Sharma,Uttar Pradesh,Kho-Kho,Female,17,Coach Kumar,Runner,Bronze
Sakshi Joshi,Gujarat,Kho-Kho,Male,29,Coach Sharma,Chaser,
